id,name,address,latitude,longitude,review_count,rating,zip_code
MaoCNdHni6MLjM9iYQqHcg,Frida Midtown,214 E 52nd St,40.756610894855896,-73.96919065816803,117,4.5,10022
Xjswj531-FkRZPpcccU6kQ,Vida Verde,248 W 55th St,40.7649503286729,-73.9828372257363,1493,4.5,10019
Wx6lMnEh7dCmX-9PQF1Ifw,Toloache 50,251 West 50th St,40.762227,-73.9856178382696,2220,4.0,10012
6Ct7OeTRn4caY9g0swFBsw,La Contenta,102 Norfolk St,40.71873,-73.98691,886,4.5,10002
BsDu_kup3lJ2QHb-Botpeg,Covacha,368 Columbus Ave,40.78110489839311,-73.97644500326436,149,4.0,10023
_HxxUvRp-0FMH_RoEzG1TA,Barnacho,937 2nd Ave,40.75401583517405,-73.96886851277523,315,4.0,10017
DFRpXRHjOHBxYHiuvwaEQQ,Rosa Mexicano,61 Columbus Ave,40.77115637915222,-73.9831131,1464,3.5,10023
WyiTT3VHjzowMnOnUpZ7TQ,Empellón,510 Madison Ave,40.75972,-73.97472,414,4.0,10022
SOWmvC20kikJBoWE3TmppA,Rosa Mexicano,251 E 52nd St,40.75648947211715,-73.96785410691132,74,3.5,10022
xGoSAOhQBNdJMJmPn7CMDQ,MEXiCUE,1440 Broadway,40.754109,-73.986015,662,4.0,10018
ihzI-4yGesoQuAoIocao8g,Tacuba Hell's Kitchen,802 9th Ave,40.76545,-73.98729,798,4.0,10019
SULHf6nGQ8sK0UpG1XU30w,Los Tacos No.1,229 W 43rd St,40.7575067,-73.9877717,2628,4.5,10036
4UxmxAqehEIh7fYrzUEA7A,Tacovision,244 E 53rd St,40.7568200311153,-73.9678929001093,370,4.0,10004
a2BkT6uUKDpzhLalkksJsg,Tacombi,202 E 70th St,40.768036983514506,-73.96119122060036,123,4.0,10021
KDpFAWkLofuabBSpnNJY5A,Amor Loco,134 W 46th St,40.75797140479767,-73.98387478465575,88,4.0,10036
Ahx8GsuAGUl8TgqCWP7uXw,Temerario,198 8th Ave,40.7434133400872,-73.9996277220286,367,4.0,10011
sTu5z5HUcIYykg97HHj8xA,El Centro,824 9th Ave,40.76602,-73.98688,905,4.0,10019
dgaNriM1VdI2nGochhHE_g,Casa Enrique,5-48 49th Ave,40.743404338358,-73.954350367693,1447,4.0,11101
IfIyjm4SfORGYPbaAWST3g,MEXiCUE,225 5th Ave,40.743617,-73.987867,658,4.0,10010
xWLSJOiN1mMRHmBmHyjAfw,Mad Dog & Beans Mexican Cantina,5 E 38th St,40.75081210000001,-73.9819335,654,4.0,10016
TgoYhgbPCYhLBNtpue3QHg,Maya,1191 1st Ave,40.7632055528185,-73.9596225112209,1063,3.5,10065
2iwT3iutZvmqzmu7oOkWFw,Dos Caminos,1567 Broadway,40.7593727,-73.9853281,757,3.5,10036
RUsot7ERPbYA_wOKMlVpAQ,Azule Cantina,31 W 52nd St,40.7606700654272,-73.97805009037256,17,4.0,10019
PqqnNrUtU7XTKQvUM4cyqQ,Bar Verde,65 2nd Ave,40.7260849061034,-73.9897361397743,416,4.5,10003
tvqtAjAyc7dplVVwhw3VZQ,La Contenta Oeste,78 W 11th St,40.7352,-73.99808,307,4.0,10011
uLWp1QR_W2WJImMnB706hg,MEXiCUE,160 8th Ave,40.74202,-74.00046,566,4.0,10011
10tnq8x2qI7ix7VqVP0rMw,Tacombi,377 Amsterdam Ave,40.782610492988084,-73.97844461874793,247,4.0,10024
7bD22UAtH56ikWYslOSIQg,Calexico - Upper East Side,1491 2nd Ave,40.77259,-73.95588,814,4.0,10075
hKkPlYmHoS9Nb_UbGGqx8A,Street Taco,358 3rd Ave,40.74097,-73.98202,485,4.0,10016
ub2VfE7SRLJABAClzGZp3A,Tacombi,30 W 24th St,40.7426928390848,-73.9903668237837,769,4.0,10010
U6l20gH8YuOJMO8vF6_Ufw,Jajaja Mexicana,450 W 33rd St,40.75264793272132,-73.99981519174997,51,4.5,10001
dYWjNK07igws9jFNgQmhng,Rosa Mexicano,9 E 18th St,40.738306632767085,-73.99081456881349,1649,3.5,10003
PAJdNrD4HFBN16OAFeDx4A,Ponche Taqueria & Cantina,420 W 49th St,40.76319,-73.99045,558,4.0,10019
9aJ1MVTthZw3QjqoG7mPjg,Rosie's,29 E 2nd St,40.72492,-73.99079,881,4.0,10003
zwWksgd8M4-g7RBmVudYTg,Aldama,91 S 6th St,40.710999707909046,-73.96489653736353,70,4.0,11249
qjCl34rJ0zVUHaZ1irb8FA,Taqueria Ramirez,94 Franklin St,40.727876136419724,-73.95699203025863,104,4.5,11222
B6bEkY9sJ_GU2pD2Rwb4gg,El Mitote,208 Columbus Ave,40.77578,-73.98021,599,3.5,10023
kn9rgR4KlvyTTi-s76OIaQ,Toloache 82nd,166 E 82nd St,40.776483,-73.956708,503,4.0,10028
xN4yKQMzo3PIoQlFamUOLQ,La Esquina - Midtown,200 W 55th St,40.7642986928764,-73.9814604957066,259,4.0,10019
7ERwg_4Kiaq1ezKTSSv7pg,Taqueria 86,210 W 94th St,40.793,-73.97214,95,4.5,10025
vyKBwzRdNX4yiJDIFv37iw,Oxomoco,128 Greenpoint Ave,40.7299099,-73.95548,550,4.0,11222
L3REPLCvQpMapYPd_fkS-A,Los Mariscos,409 W 15th St,40.74207,-74.00565,750,4.5,10011
mJVO64T1WWzJYvNlbLSQNA,Lucio Angelita Tacos,55 Lexington Ave,40.7594591154635,-73.9697938801726,26,4.0,10022
9_CEU7Wmvmwlyvqr-PJD6w,Ofrenda,113 7th Ave S,40.73391,-74.00242,1074,4.0,10014
